time,nicv-value
1801,0.015090368634853541
1802,0.013730146315888501
1803,0.01316260656160924
1804,0.013112756264904175
1805,0.01354470014668913
1806,0.012467771411175724
1807,0.011787788101745762
1808,0.012236945671460326
1809,0.012578675724181799
1810,0.014269035596429615
1811,0.014383489148494728
1812,0.01457713448619651
1813,0.01565064676820629
1814,0.010853667205063398
1815,0.01078113684754103
1816,0.01202827242811594
1817,0.010246267057025202
1818,0.013159065030739624
1819,0.013310968132123785
1820,0.013123635994561482
1821,0.014233206460540666
1822,0.010685518250930264
1823,0.010509932236374198
1824,0.009943300417764641
1825,0.011241123474996884
1826,0.01245956385267431
1827,0.012809621269386768
1828,0.013040402975512259
1829,0.01193251349797232
1830,0.014334267993289329
1831,0.014211442977798163
1832,0.013938378996445509
1833,0.014611104361296166
1834,0.012329470898695164
1835,0.011625634715106768
1836,0.013089796018340984
1837,0.012564431502888222
1838,0.011510356015248803
1839,0.011758835273904686
1840,0.012154748713129068
1841,0.011870127506259884
1842,0.012418027374760375
1843,0.011946542125925606
1844,0.012514318483109466
1845,0.012330463998901402
1846,0.011513736943334423
1847,0.012044191968018892
1848,0.012438822182589638
1849,0.012695762937847719
1850,0.015000965973630723
1851,0.015315347901299292
1852,0.015247693097324402
1853,0.0143746242336786
1854,0.013553842813483484
1855,0.013012387163075765
1856,0.012057117135827328
1857,0.012097442235775064
1858,0.01413710477671543
1859,0.014467636460922677
1860,0.013759763400245763
1861,0.014220894570080345
1862,0.016045398345394257
1863,0.014608467670176322
1864,0.01515218662135766
1865,0.01359006356128563
1866,0.013792321730705982
1867,0.013424605485260544
1868,0.01388096181156656
1869,0.014319135935984856
1870,0.012886159479535765
1871,0.013148837518573677
1872,0.012918564703278313
1873,0.012214682529165079
1874,0.014824554903829164
1875,0.014890279144910618
1876,0.015403584802220743
1877,0.01628652935103573
1878,0.01425261449393651
1879,0.014242421568263615
1880,0.014648938345258494
1881,0.015176718433643183
1882,0.015452981569231323
1883,0.01516560203329963
1884,0.013862979883208653
1885,0.013973701839709071
1886,0.012512084557468836
1887,0.011929435622296487
1888,0.010239511986360417
1889,0.011856201051919717
1890,0.01365813873898955
1891,0.013544297269912442
1892,0.013799816144633084
1893,0.013883678343013649
1894,0.014830681535199765
1895,0.015265053445669804
1896,0.016153413339157062
1897,0.01385479401039954
1898,0.01415804860243568
1899,0.01374830630491201
1900,0.013582522139477471
1901,0.013266342052967929
1902,0.012495479042101599
1903,0.011810966394722372
1904,0.01296731657620207
1905,0.012632375122209232
1906,0.013202412945877292
1907,0.01244147582678478
1908,0.012898987835133609
1909,0.013944310270482726
1910,0.012509203404924093
1911,0.012190384103614614
1912,0.012554038257243681
1913,0.013028313132370524
1914,0.012836075444020012
1915,0.012510732792061384
1916,0.01236507671784833
1917,0.012264901538433468
1918,0.011676084049151042
1919,0.012248871246074676
1920,0.010733136141613397
1921,0.011890968483346573
1922,0.013692528935613086
1923,0.013797368844063964
1924,0.013303192019637861
1925,0.013875793315315348
1926,0.012585970475009324
1927,0.012584619137184687
1928,0.01261754041540459
1929,0.012733326520978892
1930,0.01284487973291336
1931,0.012885957469238955
1932,0.01289295370284564
1933,0.012592853750655298
1934,0.012517533937929792
1935,0.012178444162329072
1936,0.01218517620203264
1937,0.011886274224689623
1938,0.011764797524693857
1939,0.011327875905193708
1940,0.011353738381116302
1941,0.01141318806407889
1942,0.011948909883022732
1943,0.011053680576682753
1944,0.010884286974478671
1945,0.01313658830848716
1946,0.01587584977404021
1947,0.014415566626415051
1948,0.013100821268431992
1949,0.013797766182433816
1950,0.012307980005871367
1951,0.012488375240716122
1952,0.012381155864467275
1953,0.013192724370212964
1954,0.014162128379758327
1955,0.014891789567057737
1956,0.014304460053008493
1957,0.014418336463057076
1958,0.016252864112542925
1959,0.015890659661482585
1960,0.01642589338585661
1961,0.015290275343380622
1962,0.013653634455087427
1963,0.01319573286727973
1964,0.012861275204796963
1965,0.01382667266238999
1966,0.012563707702211128
1967,0.01266732210269248
1968,0.011684930118669204
1969,0.012254641775527245
1970,0.010513361488385596
1971,0.010476817655002947
1972,0.011174322491586317
1973,0.011100015370269086
1974,0.011475121654570148
1975,0.012724625730774502
1976,0.011859198453620375
1977,0.012411072896237831
1978,0.012563085290619747
1979,0.012369496513843609
1980,0.012218475219405197
1981,0.012505571708050972
1982,0.012977139094498444
1983,0.012753746661617334
1984,0.012511946426886961
1985,0.012991258777448838
1986,0.014576830221759603
1987,0.014514559695815941
1988,0.01446497617545438
1989,0.014793470646054296
1990,0.013356524829959145
1991,0.01297794976142348
1992,0.013040547924978793
1993,0.012955683159893646
1994,0.012215106738789297
1995,0.012585585706492373
1996,0.01309739850427386
1997,0.013299381541802822
1998,0.01285553178062908
1999,0.012535137902486197
2000,0.013102490508600531
2001,0.01284276774781849
2002,0.013083460144870393
2003,0.01348561901712646
2004,0.0135124693012152
2005,0.014193366555317407
2006,0.012654298605740645
2007,0.01383718541531095
2008,0.012853898152512888
2009,0.013651635248492293
2010,0.01575729230319238
2011,0.015387034605149707
2012,0.014233021449988085
2013,0.01384057088323423
2014,0.012280337862110366
2015,0.013407340507726882
2016,0.013669129330556036
2017,0.01219837303899226
2018,0.015150731822772021
2019,0.015276793024273753
2020,0.014663088635590602
2021,0.013338490882606748
2022,0.011040953828524745
2023,0.011214239674444841
2024,0.010540114465096971
2025,0.010873896425574786
2026,0.009632135416237116
2027,0.010525816797180879
2028,0.010362868386551947
2029,0.009726511198103454
2030,0.012314459861729833
2031,0.013687252364318947
2032,0.012521198959395569
2033,0.013165697386571971
2034,0.012904800331586901
2035,0.012911197718504012
2036,0.01366612298005302
2037,0.01244457849307805
2038,0.01456408552621361
2039,0.014761754236773532
2040,0.014949455375282139
2041,0.01539345945370725
2042,0.01506306075665542
2043,0.0148669261399649
2044,0.014417722204241262
2045,0.014482902428968672
2046,0.013832333454766902
2047,0.01400713287369148
2048,0.013776121710150836
2049,0.013730140409768802
2050,0.01462169591237952
2051,0.014939105348832494
2052,0.015316624040603098
2053,0.01518626804491122
2054,0.01460429269818168
2055,0.0143628343374516
2056,0.013485411392613604
2057,0.014315610587399276
2058,0.013902075039131694
2059,0.013970700889488659
2060,0.012887908595699648
2061,0.01368698819090746
2062,0.012462003307208066
2063,0.013306028024561094
2064,0.011726267825348559
2065,0.013078012201088042
2066,0.015967187157662117
2067,0.014919013548718364
2068,0.012732243611726935
2069,0.013612464926758452
2070,0.012772355040892264
2071,0.012663348892582875
2072,0.013412259760487176
2073,0.01394506225252629
2074,0.014817332019584885
2075,0.015233556858149288
2076,0.015655360701155266
2077,0.013892498291002555
2078,0.013876007518877471
2079,0.014036962888360401
2080,0.013489944012240159
2081,0.013631560064185028
2082,0.012104264098265578
2083,0.01200675929375657
2084,0.012527504704164437
2085,0.012010535959764401
2086,0.01303945705956189
2087,0.013813994275946574
2088,0.014421327036597842
2089,0.013763380977509997
2090,0.012472347267527958
2091,0.012717851456614467
2092,0.012875433991801879
2093,0.012879723259825624
2094,0.010911763154789946
2095,0.010827781751096853
2096,0.01079171272703763
2097,0.011316290910520594
2098,0.011295613627641548
2099,0.011079510035055163
2100,0.011025327495500297
2101,0.01130389737360271
2102,0.012884695518172624
2103,0.013080251273377166
2104,0.012947750470032894
2105,0.01315801781879263
2106,0.013112715600807808
2107,0.013182526554846018
2108,0.013249640208555308
2109,0.012914272540965947
2110,0.01299197780112777
2111,0.012462045537905397
2112,0.01243683449747648
2113,0.01220522568994309
2114,0.013935200397954166
2115,0.014507123814018197
2116,0.014743178478280035
2117,0.014688185833395566
2118,0.013645622343088276
2119,0.013966450958864701
2120,0.013283201639697224
2121,0.012755767952623983
2122,0.013108199829139909
2123,0.0118189499275418
2124,0.011649701833565427
2125,0.012061538807148024
2126,0.011910985996667924
2127,0.012025395458021615
2128,0.012693772736041995
2129,0.012388438896014448
2130,0.013486896950145657
2131,0.013743663833620386
2132,0.013547747569559421
2133,0.012708759278835276
2134,0.012490136903713964
2135,0.01220529942138121
2136,0.012844805477925917
2137,0.012241203454613544
2138,0.01372143259414343
2139,0.014001000464140352
2140,0.015086817065734854
2141,0.014003694149784453
2142,0.012804561716196615
2143,0.013573132183285848
2144,0.013851204184406642
2145,0.014247626153896336
2146,0.01734349030428329
2147,0.015354339589242236
2148,0.014040630655816826
2149,0.015006215860216795
2150,0.01345070691633587
2151,0.014081584301817173
2152,0.014240932838174136
2153,0.013654573518622927
2154,0.013708833604646226
2155,0.01328160207038542
2156,0.013143001464427992
2157,0.0142452646714758
2158,0.01410713359010088
2159,0.014005741911954712
2160,0.014266565592944029
2161,0.012984584189711617
2162,0.013254613007549858
2163,0.013405266993051215
2164,0.013791057265943124
2165,0.013445734110333306
2166,0.013245139948348993
2167,0.013447662160260429
2168,0.013599487760469988
2169,0.013594462261963678
2170,0.013471914047909645
2171,0.013823636200155281
2172,0.013832265650717846
2173,0.013566132825779582
2174,0.013238975127875047
2175,0.012885758647666832
2176,0.012839829909303718
2177,0.01265354839600187
2178,0.011867827814792974
2179,0.011870853823884007
2180,0.011891766048628755
2181,0.012579213760503777
2182,0.011716314796883948
2183,0.011779086651845887
2184,0.011392245628535644
2185,0.011631933899797454
2186,0.011084765539715134
2187,0.011244400789972334
2188,0.011338740737446193
2189,0.01113192416473596
2190,0.012870617188156663
2191,0.013534496904927069
2192,0.01321306157748369
2193,0.014737863707831915
2194,0.014047775361200505
2195,0.014251183980035243
2196,0.014190981504010181
2197,0.013493645198856962
2198,0.01121912131475655
2199,0.011860646107682057
2200,0.0127671348110792
2201,0.01302643572301231
2202,0.013656470482801617
2203,0.01383513061469628
2204,0.01380526373947962
2205,0.013890481257455962
2206,0.01216408701061482
2207,0.012728937726668837
2208,0.013458460069301978
2209,0.012510342620478019
2210,0.015902380100041115
2211,0.01579734642205023
2212,0.012820492888576836
2213,0.014642730347041128
2214,0.013311258542980424
2215,0.012750531930081303
2216,0.0147689648152621
2217,0.013872116889524298
2218,0.013803637399689187
2219,0.014264970039591764
2220,0.01399607279431373
2221,0.014386206541725602
2222,0.011852071795137918
2223,0.011581678848059072
2224,0.01173440687627631
2225,0.01206195274634228
2226,0.012803957819627778
2227,0.013838523636818744
2228,0.012966833292447688
2229,0.01362163362029082
2230,0.011289236715132777
2231,0.011517945291474907
2232,0.011532569090094601
2233,0.010849046224341161
2234,0.011594717362531065
2235,0.011673131191671019
2236,0.011756250299422425
2237,0.012187922415236474
2238,0.012037480321337796
2239,0.01235197077922187
2240,0.012505672284794158
2241,0.012060815284051538
2242,0.011979905893807994
2243,0.012103660649851074
2244,0.01231741521403337
2245,0.012118621006275318
2246,0.012154571190957088
2247,0.01235005107562226
2248,0.012298169691775366
2249,0.012243036670952206
2250,0.011585455508031717
2251,0.012017312396162397
2252,0.012649722192516656
2253,0.011858417517430341
2254,0.012086623444350825
2255,0.012210542938240743
2256,0.011267570451940665
2257,0.01109519943688257
2258,0.014516579196232659
2259,0.014280591972618852
2260,0.013880916169341683
2261,0.014264999435485592
2262,0.01273028143528823
2263,0.013158763064940057
2264,0.013192254799716965
2265,0.012315485908136773
2266,0.014345978978412284
2267,0.014049371166136502
2268,0.013975977064086594
2269,0.012878323630718282
2270,0.011933015046561388
2271,0.011780014271326003
2272,0.010414609416596571
2273,0.013198780189894762
2274,0.0144700659793254
2275,0.014159628061849318
2276,0.013939313373297608
2277,0.01348482195466841
2278,0.013723476179748373
2279,0.013894011946481455
2280,0.013617089031207168
2281,0.013431068410654666
2282,0.012924982129642115
2283,0.013861515215238556
2284,0.01318898991411799
2285,0.012685116045778473
2286,0.01181614100405887
2287,0.011930392850216427
2288,0.012224876588667069
2289,0.01097729194418081
2290,0.013935886943668397
2291,0.014129111185433798
2292,0.01421019337453864
2293,0.014609167578725083
2294,0.01373546398822149
2295,0.013671137384866042
2296,0.0137557379423744
2297,0.01355178565322327
2298,0.013741754596119104
2299,0.013707744334403004
2300,0.01389497894129648
2301,0.01370278547549123
2302,0.012474540148169778
2303,0.01222569997351198
2304,0.011782640788540043
2305,0.01184988138778179
2306,0.012631527976350787
2307,0.012676072454878529
2308,0.012178271578500474
2309,0.012940795626241845
2310,0.013992663900873665
2311,0.01343907664646166
2312,0.01252664654840718
2313,0.013297264005884752
2314,0.013542069958207828
2315,0.012997353921565594
2316,0.012483345470422711
2317,0.013358310360642741
2318,0.011187889741001189
2319,0.011129599417066684
2320,0.01145736613666244
2321,0.011048799436492463
2322,0.013965163222352738
2323,0.013824625560527918
2324,0.013952475206537206
2325,0.012999263218670374
2326,0.013617672583449196
2327,0.01368574393912197
2328,0.014656809744061751
2329,0.013864734525577358
2330,0.011407079847515962
2331,0.01173788091218115
2332,0.011255202423988002
2333,0.011434061940333924
2334,0.012168410621961489
2335,0.012286023635724815
2336,0.012408602633958845
2337,0.012198863753166127
2338,0.011857867235618057
2339,0.012207126655211785
2340,0.01098549178843414
2341,0.011901595236160712
2342,0.011131365335017143
2343,0.011366708073142329
2344,0.011168139810367106
2345,0.011978073264100443
2346,0.01426226422315107
2347,0.014340354697346609
2348,0.014222092713686003
2349,0.01469438431073279
2350,0.01266443691723034
2351,0.012849525533008143
2352,0.012425412377964148
2353,0.012848733392229271
2354,0.014936421506221036
2355,0.014873393178618306
2356,0.014750326916914032
2357,0.014471554562176931
2358,0.014409993413760473
2359,0.014347027328134067
2360,0.014253347372827362
2361,0.014459834105520108
2362,0.013466216638028317
2363,0.012839582097529013
2364,0.012776659401409027
2365,0.012385487228728842
2366,0.011460552003695425
2367,0.011397232142796539
2368,0.010348219737141099
2369,0.011251683107711874
2370,0.013079863154340022
2371,0.012538518600061992
2372,0.01182741529029027
2373,0.01283713286394134
2374,0.013789926997432618
2375,0.014542598245296688
2376,0.013974949209762845
2377,0.012518067490088413
2378,0.012997997464389016
2379,0.012635281282751393
2380,0.012723570829184648
2381,0.011780022040557763
2382,0.012896127249424464
2383,0.012540331870019695
2384,0.012213570159750367
2385,0.012200859196715586
2386,0.013622783407999885
2387,0.014328899820845512
2388,0.013644624501346176
2389,0.014586906456933543
2390,0.01294510082528057
2391,0.013068343306056574
2392,0.01456880011069595
2393,0.013973542478216252
2394,0.014974113215388279
2395,0.014365429619315272
2396,0.013830642156074442
2397,0.013879937685525996
2398,0.014110164750994587
2399,0.014113600963108883
2400,0.013007051729013232
2401,0.011582820500651446
2402,0.013726115529871163
2403,0.014239772561966582
2404,0.014401651927584283
2405,0.014358445439075287
2406,0.015426443273457319
2407,0.01474185481998968
2408,0.01462020208568265
2409,0.013384424255727102
2410,0.01329323342365634
2411,0.013317945456875943
2412,0.013469473438752839
2413,0.012455287007236766
2414,0.018781569918712198
2415,0.018566730788105862
2416,0.018376505364117925
2417,0.01846562962796115
2418,0.23430646967063068
2419,0.2663364086486794
2420,0.24981717055620034
2421,0.23994737523712578
2422,0.5736315632391944
2423,0.631467369199363
2424,0.5522757516249841
2425,0.5295620710651731
2426,0.6205700440796348
2427,0.630876971283945
2428,0.5430460102913962
2429,0.514686238309488
2430,0.9412473086835423
2431,0.9555282507738699
2432,0.946132390736227
2433,0.9435253572196498
2434,0.6242989530411261
2435,0.5503108663790846
2436,0.5294102572854055
2437,0.521894200304531
2438,0.7275805792574641
2439,0.7370192796051803
2440,0.718838676137158
2441,0.7013326831667661
2442,0.8412328892128681
2443,0.8476708673187004
2444,0.8110166649984581
2445,0.7861002969650797
2446,0.5283295218048966
2447,0.4665702151603406
2448,0.37518551298891145
2449,0.35420857442988374
2450,0.31507342642754294
2451,0.3146059383583499
2452,0.24275623314530614
2453,0.22992668935770388
2454,0.08692513358919732
2455,0.07900544097307581
2456,0.07766027376524053
2457,0.08786460068269994
2458,0.0726073364935518
2459,0.07658369933498568
2460,0.07753515155794183
2461,0.09235923880693352
2462,0.03915994923137759
2463,0.04536199729697446
2464,0.05764173157522163
2465,0.0785220232071743
2466,0.4051397164630252
2467,0.4153434283152543
2468,0.3356544092677714
2469,0.29941060255193935
2470,0.6178609564659093
2471,0.5810092165501772
2472,0.550412711188736
2473,0.5565199780285843
2474,0.26158229573837743
2475,0.21895934746483978
2476,0.19682214268723455
2477,0.18939681566454913
2478,0.03960399318919297
2479,0.03418061909480148
2480,0.03493391649086404
2481,0.0436221073632968
2482,0.024016828814303545
2483,0.025755610459276518
2484,0.034126025870933004
2485,0.04575763674313935
2486,0.03798608415482418
2487,0.03279657779259959
2488,0.032732445704392925
2489,0.033947833775081974
2490,0.04507409505531002
2491,0.04582029298235192
2492,0.04714685885187337
2493,0.048663091783477594
2494,0.02449887884578208
2495,0.024186100505145483
2496,0.026214548649215928
2497,0.02816071626070241
2498,0.017739142502846084
2499,0.018344654720332036
2500,0.02173868976480606
2501,0.025754162570395686
2502,0.02298975646854409
2503,0.0290452999347618
2504,0.03904252946812461
2505,0.05235541143977056
2506,0.03413395904963966
2507,0.04022789059653165
2508,0.05140932537721136
2509,0.07400820649844145
2510,0.038033349114298586
2511,0.04499411115015962
2512,0.05358298626118835
2513,0.0740054104331878
2514,0.03928706820674543
2515,0.04584407237580096
2516,0.05552719505960321
2517,0.08094685536562646
2518,0.04308745979198609
2519,0.047456584979989926
2520,0.0572522032206593
2521,0.07780639219108135
2522,0.03404831000042683
2523,0.03987484972513469
2524,0.05237804917127333
2525,0.06658319213825141
2526,0.017971244549943453
2527,0.017664184350841744
2528,0.021619371806166535
2529,0.025192579116829247
2530,0.02442674338072957
2531,0.02593891822951838
2532,0.03451824761774309
2533,0.04268211742392838
2534,0.023767098571247022
2535,0.026391304396441134
2536,0.03020997692391897
2537,0.038008409917643364
2538,0.02335635752880434
2539,0.025803974481225726
2540,0.03346071864717299
2541,0.03921957010147995
2542,0.014825632384524298
2543,0.014708045449893426
2544,0.015235521832461966
2545,0.016668409624469395
2546,0.01750711168375909
2547,0.01803397839136495
2548,0.019417237368673703
2549,0.020967320801314634
2550,0.014658631230421517
2551,0.014932704204032086
2552,0.016711264232291374
2553,0.019128215557883434
2554,0.015544672076877925
2555,0.016262175332243226
2556,0.01926564073066963
2557,0.021524836283594653
2558,0.02060752890179387
2559,0.023685900269462573
2560,0.03190487245266568
2561,0.04256302257193855
2562,0.029736459584739115
2563,0.033711399073368786
2564,0.042887878626308044
2565,0.05232228989667948
2566,0.02996155016574961
2567,0.03623453762255048
2568,0.04500545269348376
2569,0.05428714902687323
2570,0.02837796515073635
2571,0.03301830077523763
2572,0.03905391998371209
2573,0.04825627711495312
2574,0.027153550963413542
2575,0.03246251319800462
2576,0.04091743477475708
2577,0.04913873334338401
2578,0.024320215138554053
2579,0.026627808381951865
2580,0.033656632244113686
2581,0.04265551397485882
2582,0.014020381640104433
2583,0.013983129466374953
2584,0.015635492528570185
2585,0.017635336025358085
2586,0.01661561660613897
2587,0.018083379661973896
2588,0.023267685792232744
2589,0.028944724768497444
2590,0.019130649944992483
2591,0.021166957171864866
2592,0.02331296161218902
2593,0.028081018112224514
2594,0.01963293830471709
2595,0.020093829267918105
2596,0.02546647910483137
2597,0.030931788396267135
2598,0.013777102881875497
2599,0.014128357887932473
2600,0.014418326904285643
2601,0.015406946088109224
2602,0.013021205346502708
2603,0.013098029677846774
2604,0.013787153809695746
2605,0.0144020342939206
2606,0.012204100289985283
2607,0.012520613745627334
2608,0.013484695536906576
2609,0.013998751081304085
2610,0.016357137577737706
2611,0.017435391050667534
2612,0.0204500839177551
2613,0.022602119741452566
2614,0.0224957913698523
2615,0.024552341707957483
2616,0.027268494051391347
2617,0.035868779825471174
2618,0.029409745920464476
2619,0.032515872066091814
2620,0.03513003098572163
2621,0.04419473273342934
2622,0.02464881996006321
2623,0.026277298644051195
2624,0.030832010385858588
2625,0.039919648346136975
2626,0.025882091602358125
2627,0.02845826304536861
2628,0.03211498823641382
2629,0.03947775265049537
2630,0.024289566424091528
2631,0.02714363855868449
2632,0.03237508570702793
2633,0.04088191143487999
2634,0.022563864667037997
2635,0.024005231425502933
2636,0.029325697585255914
2637,0.03383572022551957
2638,0.022391613064013792
2639,0.022524562033935856
2640,0.027518321779542065
2641,0.034584889442535426
2642,0.022712854914454444
2643,0.025385601240128515
2644,0.02694059523539141
2645,0.0344585017715011
2646,0.02060552025192195
2647,0.023616810036588005
2648,0.028346181670272533
2649,0.034578606720485634
2650,0.020507851940324312
2651,0.02438002836350668
2652,0.028281430549194405
2653,0.03585223830191544
2654,0.014238274691394012
2655,0.015544301102029378
2656,0.019043473524851848
2657,0.022228876042588375
2658,0.020944175787793465
2659,0.022649076079766586
2660,0.02582018659805605
2661,0.032086839036995426
2662,0.01779262970737342
2663,0.01717466397632511
2664,0.01929958437976284
2665,0.023198970087153416
2666,0.016251195820085232
2667,0.01609971902434428
2668,0.017421146569050465
2669,0.01982684590210774
2670,0.018550241775680845
2671,0.018578910819498463
2672,0.02004834654883214
2673,0.02243593493454497
2674,0.01617540370586455
2675,0.01756116103068508
2676,0.017984215977072147
2677,0.022907240778281015
2678,0.015846457554498403
2679,0.01635640840002384
2680,0.01815933305510465
2681,0.021830457441252976
2682,0.013621569982666969
2683,0.013674041937321855
2684,0.013925595097611303
2685,0.014230317749492813
2686,0.011852564935627797
2687,0.012107142730340114
2688,0.012769459428914807
2689,0.01320132495345867
2690,0.013082951637256571
2691,0.013342868681518062
2692,0.013838147870725077
2693,0.014085255837257005
2694,0.012930962010640269
2695,0.012811760218824693
2696,0.014003351162319681
2697,0.015237927634658166
2698,0.016392696636076308
2699,0.01741255294945097
2700,0.01899347213466504
2701,0.021129696301576573
2702,0.016386817522507167
2703,0.01738097339425901
2704,0.02018796066080894
2705,0.026793052129556096
2706,0.020438477262955574
2707,0.02106903017371197
2708,0.02219763049250659
2709,0.02548163656119741
2710,0.017836221421942147
2711,0.01950355080632434
2712,0.023047062746645225
2713,0.0273614605604673
2714,0.020684802391107236
2715,0.021246618389018382
2716,0.023340715948680663
2717,0.024691904536068333
2718,0.01837591024312765
2719,0.019288488960805882
2720,0.021432442321025362
2721,0.0251087962969595
2722,0.01236149187623491
2723,0.01241443731548911
2724,0.01309602175843644
2725,0.013174395020382517
2726,0.015096233192636666
2727,0.01601550170185959
2728,0.01641631958368791
2729,0.018763767532009697
2730,0.016180803077742275
2731,0.017256310433353267
2732,0.01695230073733529
2733,0.01924927600085612
2734,0.014333948300848384
2735,0.01481192881188653
2736,0.016357987723967564
2737,0.018495055796107808
2738,0.011998410682032213
2739,0.011994211751176178
2740,0.011958845984159566
2741,0.012354497341961628
2742,0.011742095941863817
2743,0.011837524770659354
2744,0.011959756207556687
2745,0.01229862337065675
2746,0.012451544144716314
2747,0.01276506899213422
2748,0.012979816758354565
2749,0.012841363641442116
2750,0.013853740067913518
2751,0.013943298970512698
2752,0.014646303602057778
2753,0.016089775277666907
2754,0.015821515604109215
2755,0.0173178634831498
2756,0.01940115164321473
2757,0.021608731413631618
2758,0.018478117155577855
2759,0.019250463306323407
2760,0.019825846732351677
2761,0.021025115789534025
2762,0.016902243367323568
2763,0.01763484359240777
2764,0.019584841144889203
2765,0.02162474164584131
2766,0.016153250083223724
2767,0.016067347409294223
2768,0.01694893638710892
2769,0.01926909822325239
2770,0.017358085084914487
2771,0.01865939500988016
2772,0.01925171999542225
2773,0.021810695475835397
2774,0.01316011967694956
2775,0.013293856396339709
2776,0.01561481789810844
2777,0.017696956557775673
2778,0.013830525834030433
2779,0.013890393601632802
2780,0.014187145243470025
2781,0.014500039563025684
2782,0.012868385245191504
2783,0.013197691305247072
2784,0.013825051902912899
2785,0.01579728140032282
2786,0.013831023153426892
2787,0.014363648976931454
2788,0.01424640808797138
2789,0.015413319481057907
2790,0.013652015477308406
2791,0.013256830725766106
2792,0.01481145856287782
2793,0.015488234080275876
2794,0.013614414077667792
2795,0.013834734880789375
2796,0.013604087070334057
2797,0.01447288559014668
2798,0.012149790259641554
2799,0.012312628960949697
2800,0.012175965230737627
